LAMMPS data file for FCC Argon crystal

256 atoms
1 atom types

0.0 21.040000 xlo xhi
0.0 21.040000 ylo yhi
0.0 21.040000 zlo zhi

Masses

1 39.948  # Ar

Atoms

1 1 0.000000 0.000000 0.000000
2 1 2.630000 2.630000 0.000000
3 1 2.630000 0.000000 2.630000
4 1 0.000000 2.630000 2.630000
5 1 0.000000 0.000000 5.260000
6 1 2.630000 2.630000 5.260000
7 1 2.630000 0.000000 7.890000
8 1 0.000000 2.630000 7.890000
9 1 0.000000 0.000000 10.520000
10 1 2.630000 2.630000 10.520000
11 1 2.630000 0.000000 13.150000
12 1 0.000000 2.630000 13.150000
13 1 0.000000 0.000000 15.780000
14 1 2.630000 2.630000 15.780000
15 1 2.630000 0.000000 18.410000
16 1 0.000000 2.630000 18.410000
17 1 0.000000 5.260000 0.000000
18 1 2.630000 7.890000 0.000000
19 1 2.630000 5.260000 2.630000
20 1 0.000000 7.890000 2.630000
21 1 0.000000 5.260000 5.260000
22 1 2.630000 7.890000 5.260000
23 1 2.630000 5.260000 7.890000
24 1 0.000000 7.890000 7.890000
25 1 0.000000 5.260000 10.520000
26 1 2.630000 7.890000 10.520000
27 1 2.630000 5.260000 13.150000
28 1 0.000000 7.890000 13.150000
29 1 0.000000 5.260000 15.780000
30 1 2.630000 7.890000 15.780000
31 1 2.630000 5.260000 18.410000
32 1 0.000000 7.890000 18.410000
33 1 0.000000 10.520000 0.000000
34 1 2.630000 13.150000 0.000000
35 1 2.630000 10.520000 2.630000
36 1 0.000000 13.150000 2.630000
37 1 0.000000 10.520000 5.260000
38 1 2.630000 13.150000 5.260000
39 1 2.630000 10.520000 7.890000
40 1 0.000000 13.150000 7.890000
41 1 0.000000 10.520000 10.520000
42 1 2.630000 13.150000 10.520000
43 1 2.630000 10.520000 13.150000
44 1 0.000000 13.150000 13.150000
45 1 0.000000 10.520000 15.780000
46 1 2.630000 13.150000 15.780000
47 1 2.630000 10.520000 18.410000
48 1 0.000000 13.150000 18.410000
49 1 0.000000 15.780000 0.000000
50 1 2.630000 18.410000 0.000000
51 1 2.630000 15.780000 2.630000
52 1 0.000000 18.410000 2.630000
53 1 0.000000 15.780000 5.260000
54 1 2.630000 18.410000 5.260000
55 1 2.630000 15.780000 7.890000
56 1 0.000000 18.410000 7.890000
57 1 0.000000 15.780000 10.520000
58 1 2.630000 18.410000 10.520000
59 1 2.630000 15.780000 13.150000
60 1 0.000000 18.410000 13.150000
61 1 0.000000 15.780000 15.780000
62 1 2.630000 18.410000 15.780000
63 1 2.630000 15.780000 18.410000
64 1 0.000000 18.410000 18.410000
65 1 5.260000 0.000000 0.000000
66 1 7.890000 2.630000 0.000000
67 1 7.890000 0.000000 2.630000
68 1 5.260000 2.630000 2.630000
69 1 5.260000 0.000000 5.260000
70 1 7.890000 2.630000 5.260000
71 1 7.890000 0.000000 7.890000
72 1 5.260000 2.630000 7.890000
73 1 5.260000 0.000000 10.520000
74 1 7.890000 2.630000 10.520000
75 1 7.890000 0.000000 13.150000
76 1 5.260000 2.630000 13.150000
77 1 5.260000 0.000000 15.780000
78 1 7.890000 2.630000 15.780000
79 1 7.890000 0.000000 18.410000
80 1 5.260000 2.630000 18.410000
81 1 5.260000 5.260000 0.000000
82 1 7.890000 7.890000 0.000000
83 1 7.890000 5.260000 2.630000
84 1 5.260000 7.890000 2.630000
85 1 5.260000 5.260000 5.260000
86 1 7.890000 7.890000 5.260000
87 1 7.890000 5.260000 7.890000
88 1 5.260000 7.890000 7.890000
89 1 5.260000 5.260000 10.520000
90 1 7.890000 7.890000 10.520000
91 1 7.890000 5.260000 13.150000
92 1 5.260000 7.890000 13.150000
93 1 5.260000 5.260000 15.780000
94 1 7.890000 7.890000 15.780000
95 1 7.890000 5.260000 18.410000
96 1 5.260000 7.890000 18.410000
97 1 5.260000 10.520000 0.000000
98 1 7.890000 13.150000 0.000000
99 1 7.890000 10.520000 2.630000
100 1 5.260000 13.150000 2.630000
