LAMMPS data file for Argon system from n2p2

54000 atoms
1 atom types

-2.000000 15.349973 xlo xhi
-2.000000 15.349984 ylo yhi
-2.000000 15.349958 zlo zhi

Masses

1 39.948  # Ar

Atoms

1 1 0.069242 0.084131 0.047484
2 1 0.023825 13.218337 4.470259
3 1 13.143900 13.268803 8.788932
4 1 13.266174 4.080690 13.100577
5 1 0.158685 4.574112 4.438827
6 1 13.242704 4.470317 9.062925
7 1 13.271003 8.980989 13.268143
8 1 0.006882 8.479924 4.749909
9 1 0.043470 8.863058 8.867055
10 1 4.256435 0.031639 13.327696
11 1 4.433102 0.237115 4.582902
12 1 4.416541 0.013758 8.827779
13 1 4.405986 4.221340 13.048842
14 1 4.400718 4.582279 4.706370
15 1 4.624605 4.628973 8.891361
16 1 4.318567 8.902778 0.098852
17 1 4.510552 8.594557 4.550402
18 1 4.284135 8.985477 8.726922
19 1 8.999931 0.049734 0.018355
20 1 8.864885 0.375327 4.358602
21 1 9.285414 13.062521 8.781138
22 1 8.967896 4.330695 0.041506
23 1 8.827600 4.516851 4.445718
24 1 9.084357 4.628520 8.955515
25 1 8.814193 9.074255 0.430129
26 1 8.948242 8.860785 4.160614
27 1 9.079772 8.915954 8.942538
28 1 0.003691 2.230086 2.519484
29 1 13.191380 2.391702 6.847496
30 1 13.062815 2.084306 10.801901
31 1 13.299162 6.538817 2.108562
32 1 0.110635 6.478365 6.855225
33 1 0.125658 6.754453 11.106808
34 1 0.184030 11.214933 2.188708
35 1 13.190910 10.873752 6.608281
36 1 0.082946 11.086785 11.139604
37 1 4.334011 2.412637 2.439956
38 1 4.630959 2.416607 6.940461
39 1 4.495646 2.208366 10.767074
40 1 4.183972 6.491484 2.118308
41 1 4.525021 6.713849 6.799611
42 1 4.484811 6.994604 11.181961
43 1 4.232787 11.087875 2.526975
44 1 4.684968 11.106435 6.576914
45 1 4.267681 11.160396 11.007339
46 1 8.954089 2.141001 2.033417
47 1 8.998481 2.479189 6.836728
48 1 9.396082 2.329858 11.156788
49 1 9.078093 6.638937 1.993646
50 1 8.916241 6.646170 6.578529
51 1 8.791785 6.887294 11.466163
52 1 8.965683 11.409651 2.522152
53 1 8.820521 11.005173 6.511735
54 1 8.627849 11.201331 11.156717
55 1 2.342906 0.164113 2.295653
56 1 2.039387 0.007267 6.671637
57 1 2.191000 0.184048 10.969832
58 1 1.973794 4.348595 1.949830
59 1 2.307932 4.423481 6.864414
60 1 2.181482 4.425224 11.125970
61 1 1.978772 8.832999 2.475460
62 1 2.220972 8.853184 6.535125
63 1 2.241055 8.966846 11.283384
64 1 6.547303 0.264149 2.284727
65 1 6.931366 0.073671 6.521514
66 1 6.553254 13.161420 10.934975
67 1 6.517435 4.127012 1.872643
68 1 6.792846 4.685855 6.814085
69 1 6.548513 4.382388 11.125544
70 1 6.243325 9.067432 2.239991
71 1 6.911123 8.676054 6.606159
72 1 6.527840 8.952375 11.261264
73 1 11.166175 0.171242 2.372731
74 1 11.136801 0.166224 6.585855
75 1 11.406489 12.819871 11.122407
76 1 11.021907 4.147374 2.230957
77 1 11.053851 4.444430 6.590361
78 1 11.167946 4.918875 11.095354
79 1 11.507917 8.749878 2.140420
80 1 11.084603 8.784792 6.665167
81 1 10.905917 9.054391 11.267819
